Task,x,y,chart,performance
Cluster,Ordinal,Numerical,LineChart,Bad
Cluster,Ordinal,Numerical,LineChart,Bad
Cluster,Ordinal,Numerical,LineChart,Bad
Cluster,Numerical,Numerical,PieChart,Bad
Cluster,Nominal,Numerical,Scatterplot,Bad
Cluster,Nominal,Numerical,Scatterplot,Bad
Cluster,Nominal,Numerical,Scatterplot,Bad
Cluster,Numerical,Numerical,Scatterplot,Bad
Cluster,Numerical,Numerical,Scatterplot,Bad
Cluster,Ordinal,Numerical,Scatterplot,Bad
Correlation,Ordinal,Numerical,BarChart,Bad
Correlation,Ordinal,Numerical,BarChart,Bad
Correlation,Numerical,Numerical,PieChart,Bad
Correlation,Ordinal,Numerical,PieChart,Bad
Correlation,Numerical,Numerical,Scatterplot,Bad
Correlation,Ordinal,Numerical,Table,Bad
Derived,Nominal,Numerical,BarChart,Bad
Derived,Nominal,Numerical,LineChart,Bad
Derived,Nominal,Numerical,LineChart,Bad
Derived,Numerical,Numerical,LineChart,Bad
Derived,Numerical,Numerical,LineChart,Bad
Derived,Ordinal,Numerical,LineChart,Bad
Derived,Ordinal,Numerical,LineChart,Bad
Derived,Nominal,Numerical,PieChart,Bad
Derived,Nominal,Numerical,PieChart,Bad
Derived,Nominal,Numerical,Scatterplot,Bad
Derived,Nominal,Numerical,Scatterplot,Bad
Distribution,Nominal,Numerical,BarChart,Bad
Distribution,Ordinal,Numerical,BarChart,Bad
Distribution,Ordinal,Numerical,LineChart,Bad
Distribution,Nominal,Numerical,Scatterplot,Bad
Distribution,Nominal,Numerical,Scatterplot,Bad
Distribution,Numerical,Numerical,Scatterplot,Bad
Distribution,Numerical,Numerical,Scatterplot,Bad
Distribution,Ordinal,Numerical,Scatterplot,Bad
Distribution,Ordinal,Numerical,Scatterplot,Bad
Distribution,Ordinal,Numerical,Table,Bad
Extremum,Nominal,Numerical,LineChart,Bad
Extremum,Nominal,Numerical,LineChart,Bad
Extremum,Ordinal,Numerical,PieChart,Bad
Extremum,Ordinal,Numerical,PieChart,Bad
Extremum,Nominal,Numerical,Scatterplot,Bad
Extremum,Ordinal,Numerical,Table,Bad
Extremum,Ordinal,Numerical,Table,Bad
Filter,Numerical,Numerical,LineChart,Bad
Filter,Numerical,Numerical,LineChart,Bad
Filter,Ordinal,Numerical,LineChart,Bad
Filter,Nominal,Numerical,Scatterplot,Bad
Filter,Nominal,Numerical,Scatterplot,Bad
Filter,Numerical,Numerical,Scatterplot,Bad
Order,Nominal,Numerical,BarChart,Bad
Order,Numerical,Numerical,PieChart,Bad
Order,Numerical,Numerical,PieChart,Bad
Order,Nominal,Numerical,Scatterplot,Bad
Order,Nominal,Numerical,Table,Bad
Range,Numerical,Numerical,BarChart,Bad
Range,Numerical,Numerical,BarChart,Bad
Range,Nominal,Numerical,LineChart,Bad
Range,Nominal,Numerical,LineChart,Bad
Range,Ordinal,Numerical,LineChart,Bad
Range,Ordinal,Numerical,LineChart,Bad
Range,Nominal,Numerical,PieChart,Bad
Range,Nominal,Numerical,PieChart,Bad
Range,Ordinal,Numerical,PieChart,Bad
Range,Ordinal,Numerical,PieChart,Bad
Range,Nominal,Numerical,Scatterplot,Bad
Retrieve,Nominal,Numerical,LineChart,Bad
Retrieve,Nominal,Numerical,LineChart,Bad
Retrieve,Numerical,Numerical,LineChart,Bad
Retrieve,Nominal,Numerical,PieChart,Bad
Retrieve,Nominal,Numerical,Scatterplot,Bad
Retrieve,Nominal,Numerical,Scatterplot,Bad
Retrieve,Nominal,Numerical,Scatterplot,Bad
Retrieve,Nominal,Numerical,Scatterplot,Bad
Retrieve,Nominal,Numerical,Scatterplot,Bad
Retrieve,Nominal,Numerical,Scatterplot,Bad
Retrieve,Numerical,Numerical,Scatterplot,Bad
Anomalies,Nominal,Numerical,BarChart,Bad
Anomalies,Numerical,Numerical,BarChart,Bad
Anomalies,Numerical,Numerical,BarChart,Bad
Anomalies,Ordinal,Numerical,BarChart,Bad
Anomalies,Ordinal,Numerical,LineChart,Bad
Anomalies,Ordinal,Numerical,PieChart,Bad
Anomalies,Nominal,Numerical,ScatterPlot,Bad
Anomalies,Numerical,Numerical,ScatterPlot,Bad
Anomalies,Numerical,Numerical,ScatterPlot,Bad
Anomalies,Numerical,Numerical,ScatterPlot,Bad
Anomalies,Ordinal,Numerical,ScatterPlot,Bad
Anomalies,Nominal,Numerical,Table,Bad
Anomalies,Nominal,Numerical,Table,Bad
Anomalies,Numerical,Numerical,Table,Bad
Cluster,Nominal,Numerical,LineChart,Bad
Cluster,Nominal,Numerical,LineChart,Bad
Cluster,Nominal,Numerical,PieChart,Bad
Cluster,Numerical,Numerical,PieChart,Bad
Cluster,Numerical,Numerical,PieChart,Bad
Cluster,Ordinal,Numerical,PieChart,Bad
Cluster,Nominal,Numerical,Scatterplot,Bad
Cluster,Numerical,Numerical,Scatterplot,Bad
Correlation,Numerical,Numerical,LineChart,Bad
Correlation,Ordinal,Numerical,PieChart,Bad
Correlation,Ordinal,Numerical,PieChart,Bad
Correlation,Numerical,Numerical,Scatterplot,Bad
Correlation,Numerical,Numerical,Scatterplot,Bad
Correlation,Numerical,Numerical,Scatterplot,Bad
Correlation,Numerical,Numerical,Table,Bad
Correlation,Ordinal,Numerical,Table,Bad
Derived,Numerical,Numerical,LineChart,Bad
Derived,Numerical,Numerical,LineChart,Bad
Derived,Numerical,Numerical,LineChart,Bad
Derived,Ordinal,Numerical,LineChart,Bad
Derived,Nominal,Numerical,PieChart,Bad
Derived,Numerical,Numerical,PieChart,Bad
Derived,Nominal,Numerical,Scatterplot,Bad
Derived,Ordinal,Numerical,Scatterplot,Bad
Derived,Numerical,Numerical,Table,Bad
Derived,Ordinal,Numerical,Table,Bad
Distribution,Nominal,Numerical,BarChart,Bad
Distribution,Nominal,Numerical,BarChart,Bad
Distribution,Ordinal,Numerical,BarChart,Bad
Distribution,Numerical,Numerical,LineChart,Bad
Distribution,Ordinal,Numerical,LineChart,Bad
Distribution,Nominal,Numerical,PieChart,Bad
Distribution,Nominal,Numerical,PieChart,Bad
Distribution,Numerical,Numerical,PieChart,Bad
Distribution,Ordinal,Numerical,PieChart,Bad
Distribution,Nominal,Numerical,Scatterplot,Bad
Distribution,Nominal,Numerical,Table,Bad
Distribution,Nominal,Numerical,Table,Bad
Distribution,Ordinal,Numerical,Table,Bad
Extremum,Nominal,Numerical,BarChart,Bad
Extremum,Ordinal,Numerical,BarChart,Bad
Extremum,Nominal,Numerical,LineChart,Bad
Extremum,Numerical,Numerical,LineChart,Bad
Extremum,Numerical,Numerical,LineChart,Bad
Extremum,Ordinal,Numerical,LineChart,Bad
Extremum,Nominal,Numerical,PieChart,Bad
Extremum,Nominal,Numerical,PieChart,Bad
Extremum,Nominal,Numerical,PieChart,Bad
Extremum,Nominal,Numerical,PieChart,Bad
Extremum,Ordinal,Numerical,PieChart,Bad
Extremum,Ordinal,Numerical,PieChart,Bad
Extremum,Ordinal,Numerical,PieChart,Bad
Extremum,Ordinal,Numerical,PieChart,Bad
Extremum,Nominal,Numerical,Scatterplot,Bad
Extremum,Nominal,Numerical,Scatterplot,Bad
Extremum,Numerical,Numerical,Scatterplot,Bad
Extremum,Numerical,Numerical,Table,Bad
Filter,Numerical,Numerical,BarChart,Bad
Filter,Nominal,Numerical,LineChart,Bad
Filter,Nominal,Numerical,LineChart,Bad
Filter,Nominal,Numerical,LineChart,Bad
Filter,Numerical,Numerical,LineChart,Bad
Filter,Ordinal,Numerical,LineChart,Bad
Filter,Nominal,Numerical,PieChart,Bad
Filter,Ordinal,Numerical,PieChart,Bad
Filter,Nominal,Numerical,Scatterplot,Bad
Filter,Numerical,Numerical,Scatterplot,Bad
Filter,Nominal,Numerical,Table,Bad
Order,Nominal,Numerical,BarChart,Bad
Order,Numerical,Numerical,LineChart,Bad
Order,Ordinal,Numerical,LineChart,Bad
Order,Nominal,Numerical,Scatterplot,Bad
Range,Nominal,Numerical,LineChart,Bad
Range,Ordinal,Numerical,LineChart,Bad
Range,Numerical,Numerical,PieChart,Bad
Range,Ordinal,Numerical,PieChart,Bad
Range,Nominal,Numerical,Scatterplot,Bad
Range,Ordinal,Numerical,Scatterplot,Bad
Range,Nominal,Numerical,Table,Bad
Range,Nominal,Numerical,Table,Bad
Range,Numerical,Numerical,Table,Bad
Retrieve,Nominal,Numerical,LineChart,Bad
Retrieve,Numerical,Numerical,LineChart,Bad
Retrieve,Ordinal,Numerical,LineChart,Bad
Retrieve,Ordinal,Numerical,PieChart,Bad
Retrieve,Numerical,Numerical,Scatterplot,Bad
Retrieve,Numerical,Numerical,Scatterplot,Bad
Retrieve,Numerical,Numerical,Scatterplot,Bad
Retrieve,Ordinal,Numerical,Scatterplot,Bad
Retrieve,Ordinal,Numerical,Scatterplot,Bad
Retrieve,Numerical,Numerical,Table,Bad
Anomalies,Ordinal,Numerical,BarChart,Bad
Anomalies,Ordinal,Numerical,BarChart,Bad
Anomalies,Ordinal,Numerical,BarChart,Bad
Anomalies,Nominal,Numerical,LineChart,Bad
Anomalies,Numerical,Numerical,LineChart,Bad
Anomalies,Ordinal,Numerical,LineChart,Bad
Anomalies,Numerical,Numerical,PieChart,Bad
Anomalies,Numerical,Numerical,PieChart,Bad
Anomalies,Numerical,Numerical,ScatterPlot,Bad
Anomalies,Ordinal,Numerical,ScatterPlot,Bad
Anomalies,Numerical,Numerical,Table,Bad
Cluster,Numerical,Numerical,BarChart,Bad
Cluster,Nominal,Numerical,LineChart,Bad
Cluster,Ordinal,Numerical,LineChart,Bad
Cluster,Nominal,Numerical,PieChart,Bad
Cluster,Numerical,Numerical,PieChart,Bad
Cluster,Numerical,Numerical,PieChart,Bad
Cluster,Ordinal,Numerical,PieChart,Bad
Cluster,Nominal,Numerical,Scatterplot,Bad
Cluster,Nominal,Numerical,Scatterplot,Bad
Cluster,Numerical,Numerical,Scatterplot,Bad
Cluster,Numerical,Numerical,Scatterplot,Bad
Correlation,Numerical,Numerical,BarChart,Bad
Correlation,Numerical,Numerical,LineChart,Bad
Correlation,Numerical,Numerical,PieChart,Bad
Correlation,Numerical,Numerical,Table,Bad
Correlation,Ordinal,Numerical,Table,Bad
Derived,Ordinal,Numerical,BarChart,Bad
Derived,Nominal,Numerical,LineChart,Bad
Derived,Nominal,Numerical,LineChart,Bad
Derived,Nominal,Numerical,LineChart,Bad
Derived,Nominal,Numerical,LineChart,Bad
Derived,Numerical,Numerical,LineChart,Bad
Derived,Ordinal,Numerical,LineChart,Bad
Derived,Nominal,Numerical,PieChart,Bad
Derived,Ordinal,Numerical,PieChart,Bad
Derived,Nominal,Numerical,Scatterplot,Bad
Derived,Nominal,Numerical,Scatterplot,Bad
Derived,Numerical,Numerical,Scatterplot,Bad
Derived,Ordinal,Numerical,Scatterplot,Bad
Distribution,Nominal,Numerical,BarChart,Bad
Distribution,Numerical,Numerical,BarChart,Bad
Distribution,Ordinal,Numerical,BarChart,Bad
Distribution,Nominal,Numerical,LineChart,Bad
Distribution,Nominal,Numerical,LineChart,Bad
Distribution,Numerical,Numerical,LineChart,Bad
Distribution,Numerical,Numerical,LineChart,Bad
Distribution,Nominal,Numerical,PieChart,Bad
Distribution,Nominal,Numerical,Scatterplot,Bad
Distribution,Numerical,Numerical,Scatterplot,Bad
Distribution,Numerical,Numerical,Scatterplot,Bad
Distribution,Ordinal,Numerical,Scatterplot,Bad
Distribution,Numerical,Numerical,Table,Bad
Extremum,Nominal,Numerical,LineChart,Bad
Extremum,Nominal,Numerical,LineChart,Bad
Extremum,Numerical,Numerical,LineChart,Bad
Extremum,Numerical,Numerical,LineChart,Bad
Extremum,Ordinal,Numerical,LineChart,Bad
Extremum,Ordinal,Numerical,LineChart,Bad
Extremum,Ordinal,Numerical,LineChart,Bad
Extremum,Ordinal,Numerical,LineChart,Bad
Extremum,Nominal,Numerical,PieChart,Bad
Extremum,Numerical,Numerical,PieChart,Bad
Extremum,Ordinal,Numerical,PieChart,Bad
Extremum,Numerical,Numerical,Scatterplot,Bad
Extremum,Numerical,Numerical,Scatterplot,Bad
Extremum,Ordinal,Numerical,Scatterplot,Bad
Extremum,Nominal,Numerical,Table,Bad
Extremum,Nominal,Numerical,Table,Bad
Extremum,Ordinal,Numerical,Table,Bad
Filter,Nominal,Numerical,BarChart,Bad
Filter,Numerical,Numerical,BarChart,Bad
Filter,Numerical,Numerical,LineChart,Bad
Filter,Ordinal,Numerical,LineChart,Bad
Filter,Nominal,Numerical,PieChart,Bad
Filter,Nominal,Numerical,Scatterplot,Bad
Filter,Ordinal,Numerical,Scatterplot,Bad
Order,Nominal,Numerical,LineChart,Bad
Order,Nominal,Numerical,LineChart,Bad
Order,Ordinal,Numerical,LineChart,Bad
Order,Ordinal,Numerical,LineChart,Bad
Order,Nominal,Numerical,PieChart,Bad
Order,Nominal,Numerical,Scatterplot,Bad
Order,Ordinal,Numerical,Scatterplot,Bad
Order,Numerical,Numerical,Table,Bad
Order,Numerical,Numerical,Table,Bad
Order,Ordinal,Numerical,Table,Bad
Order,Ordinal,Numerical,Table,Bad
Order,Ordinal,Numerical,Table,Bad
Order,Ordinal,Numerical,Table,Bad
Order,Ordinal,Numerical,Table,Bad
Range,Nominal,Numerical,BarChart,Bad
Range,Ordinal,Numerical,BarChart,Bad
Range,Numerical,Numerical,LineChart,Bad
Range,Numerical,Numerical,LineChart,Bad
Range,Ordinal,Numerical,LineChart,Bad
Range,Ordinal,Numerical,LineChart,Bad
Range,Numerical,Numerical,PieChart,Bad
Range,Numerical,Numerical,PieChart,Bad
Range,Ordinal,Numerical,PieChart,Bad
Range,Ordinal,Numerical,PieChart,Bad
Range,Nominal,Numerical,Scatterplot,Bad
Range,Nominal,Numerical,Scatterplot,Bad
Range,Nominal,Numerical,Scatterplot,Bad
Range,Ordinal,Numerical,Scatterplot,Bad
Range,Ordinal,Numerical,Scatterplot,Bad
Range,Ordinal,Numerical,Scatterplot,Bad
Range,Numerical,Numerical,Table,Bad
Range,Numerical,Numerical,Table,Bad
Retrieve,Ordinal,Numerical,BarChart,Bad
Retrieve,Nominal,Numerical,LineChart,Bad
Retrieve,Numerical,Numerical,LineChart,Bad
Retrieve,Numerical,Numerical,LineChart,Bad
Retrieve,Numerical,Numerical,PieChart,Bad
Retrieve,Nominal,Numerical,Scatterplot,Bad
Retrieve,Nominal,Numerical,Scatterplot,Bad
Retrieve,Nominal,Numerical,Scatterplot,Bad
Retrieve,Numerical,Numerical,Scatterplot,Bad
Retrieve,Numerical,Numerical,Scatterplot,Bad
Retrieve,Ordinal,Numerical,Scatterplot,Bad
Anomalies,Nominal,Numerical,LineChart,Bad
Anomalies,Nominal,Numerical,PieChart,Bad
Anomalies,Numerical,Numerical,PieChart,Bad
Anomalies,Ordinal,Numerical,ScatterPlot,Bad
Anomalies,Ordinal,Numerical,ScatterPlot,Bad
Anomalies,Nominal,Numerical,Table,Bad
Cluster,Nominal,Numerical,LineChart,Bad
Cluster,Ordinal,Numerical,LineChart,Bad
Cluster,Ordinal,Numerical,LineChart,Bad
Cluster,Ordinal,Numerical,LineChart,Bad
Cluster,Numerical,Numerical,PieChart,Bad
Cluster,Nominal,Numerical,Scatterplot,Bad
Cluster,Ordinal,Numerical,Scatterplot,Bad
Cluster,Numerical,Numerical,Table,Bad
Correlation,Ordinal,Numerical,BarChart,Bad
Correlation,Ordinal,Numerical,PieChart,Bad
Derived,Numerical,Numerical,BarChart,Bad
Derived,Ordinal,Numerical,LineChart,Bad
Derived,Numerical,Numerical,PieChart,Bad
Derived,Ordinal,Numerical,PieChart,Bad
Derived,Numerical,Numerical,Scatterplot,Bad
Derived,Ordinal,Numerical,Scatterplot,Bad
Derived,Nominal,Numerical,Table,Bad
Distribution,Ordinal,Numerical,BarChart,Bad
Distribution,Nominal,Numerical,LineChart,Bad
Distribution,Ordinal,Numerical,LineChart,Bad
Distribution,Nominal,Numerical,PieChart,Bad
Distribution,Numerical,Numerical,PieChart,Bad
Distribution,Ordinal,Numerical,PieChart,Bad
Distribution,Ordinal,Numerical,PieChart,Bad
Distribution,Ordinal,Numerical,PieChart,Bad
Distribution,Nominal,Numerical,Scatterplot,Bad
Distribution,Numerical,Numerical,Scatterplot,Bad
Extremum,Ordinal,Numerical,LineChart,Bad
Extremum,Ordinal,Numerical,LineChart,Bad
Extremum,Numerical,Numerical,Scatterplot,Bad
Extremum,Numerical,Numerical,Scatterplot,Bad
Filter,Nominal,Numerical,BarChart,Bad
Filter,Nominal,Numerical,Scatterplot,Bad
Filter,Nominal,Numerical,Scatterplot,Bad
Order,Nominal,Numerical,BarChart,Bad
Order,Nominal,Numerical,LineChart,Bad
Order,Ordinal,Numerical,LineChart,Bad
Order,Nominal,Numerical,Scatterplot,Bad
Order,Nominal,Numerical,Scatterplot,Bad
Order,Numerical,Numerical,Table,Bad
Range,Ordinal,Numerical,BarChart,Bad
Range,Numerical,Numerical,LineChart,Bad
Range,Nominal,Numerical,PieChart,Bad
Range,Numerical,Numerical,PieChart,Bad
Range,Nominal,Numerical,Scatterplot,Bad
Range,Numerical,Numerical,Scatterplot,Bad
Range,Numerical,Numerical,Table,Bad
Retrieve,Numerical,Numerical,LineChart,Bad
Retrieve,Ordinal,Numerical,Scatterplot,Bad
Anomalies,Ordinal,Numerical,BarChart,Bad
Anomalies,Ordinal,Numerical,PieChart,Bad
Anomalies,Numerical,Numerical,ScatterPlot,Bad
Anomalies,Ordinal,Numerical,Table,Bad
Cluster,Nominal,Numerical,BarChart,Bad
Cluster,Numerical,Numerical,BarChart,Bad
Cluster,Numerical,Numerical,LineChart,Bad
Cluster,Numerical,Numerical,Scatterplot,Bad
Cluster,Numerical,Numerical,Table,Bad
Correlation,Numerical,Numerical,Scatterplot,Bad
Derived,Numerical,Numerical,LineChart,Bad
Derived,Numerical,Numerical,LineChart,Bad
Derived,Numerical,Numerical,LineChart,Bad
Derived,Ordinal,Numerical,LineChart,Bad
Derived,Nominal,Numerical,PieChart,Bad
Derived,Numerical,Numerical,PieChart,Bad
Derived,Ordinal,Numerical,PieChart,Bad
Derived,Nominal,Numerical,Scatterplot,Bad
Derived,Nominal,Numerical,Scatterplot,Bad
Derived,Numerical,Numerical,Scatterplot,Bad
Distribution,Ordinal,Numerical,LineChart,Bad
Distribution,Ordinal,Numerical,PieChart,Bad
Distribution,Nominal,Numerical,Scatterplot,Bad
Distribution,Nominal,Numerical,Scatterplot,Bad
Distribution,Numerical,Numerical,Scatterplot,Bad
Distribution,Numerical,Numerical,Scatterplot,Bad
Extremum,Nominal,Numerical,PieChart,Bad
Extremum,Numerical,Numerical,PieChart,Bad
Extremum,Ordinal,Numerical,PieChart,Bad
Extremum,Numerical,Numerical,Scatterplot,Bad
Extremum,Nominal,Numerical,Table,Bad
Extremum,Ordinal,Numerical,Table,Bad
Filter,Numerical,Numerical,BarChart,Bad
Filter,Numerical,Numerical,BarChart,Bad
Filter,Nominal,Numerical,LineChart,Bad
Filter,Numerical,Numerical,LineChart,Bad
Filter,Nominal,Numerical,Scatterplot,Bad
Filter,Nominal,Numerical,Scatterplot,Bad
Filter,Nominal,Numerical,Scatterplot,Bad
Filter,Numerical,Numerical,Scatterplot,Bad
Filter,Numerical,Numerical,Scatterplot,Bad
Filter,Numerical,Numerical,Scatterplot,Bad
Filter,Ordinal,Numerical,Scatterplot,Bad
Filter,Ordinal,Numerical,Scatterplot,Bad
Filter,Ordinal,Numerical,Scatterplot,Bad
Range,Nominal,Numerical,BarChart,Bad
Range,Numerical,Numerical,BarChart,Bad
Range,Ordinal,Numerical,BarChart,Bad
Range,Nominal,Numerical,PieChart,Bad
Range,Nominal,Numerical,Scatterplot,Bad
Range,Ordinal,Numerical,Table,Bad
Retrieve,Nominal,Numerical,LineChart,Bad
Retrieve,Numerical,Numerical,LineChart,Bad
Retrieve,Numerical,Numerical,LineChart,Bad
Retrieve,Ordinal,Numerical,PieChart,Bad
Anomalies,Numerical,Numerical,LineChart,Bad
Anomalies,Numerical,Numerical,PieChart,Bad
Anomalies,Nominal,Numerical,Table,Bad
Anomalies,Nominal,Numerical,Table,Bad
Cluster,Numerical,Numerical,LineChart,Bad
Cluster,Nominal,Numerical,PieChart,Bad
Cluster,Numerical,Numerical,PieChart,Bad
Cluster,Numerical,Numerical,PieChart,Bad
Cluster,Numerical,Numerical,Scatterplot,Bad
Correlation,Ordinal,Numerical,PieChart,Bad
Correlation,Ordinal,Numerical,Table,Bad
Derived,Nominal,Numerical,BarChart,Bad
Derived,Nominal,Numerical,LineChart,Bad
Derived,Numerical,Numerical,LineChart,Bad
Derived,Numerical,Numerical,LineChart,Bad
Derived,Ordinal,Numerical,LineChart,Bad
Derived,Numerical,Numerical,PieChart,Bad
Derived,Nominal,Numerical,Scatterplot,Bad
Derived,Ordinal,Numerical,Scatterplot,Bad
Derived,Ordinal,Numerical,Scatterplot,Bad
Derived,Ordinal,Numerical,Scatterplot,Bad
Derived,Ordinal,Numerical,Scatterplot,Bad
Distribution,Numerical,Numerical,BarChart,Bad
Distribution,Ordinal,Numerical,BarChart,Bad
Distribution,Numerical,Numerical,LineChart,Bad
Distribution,Ordinal,Numerical,Scatterplot,Bad
Distribution,Ordinal,Numerical,Scatterplot,Bad
Distribution,Ordinal,Numerical,Scatterplot,Bad
Extremum,Ordinal,Numerical,LineChart,Bad
Extremum,Nominal,Numerical,Scatterplot,Bad
Extremum,Numerical,Numerical,Scatterplot,Bad
Filter,Nominal,Numerical,LineChart,Bad
Filter,Nominal,Numerical,Scatterplot,Bad
Filter,Nominal,Numerical,Scatterplot,Bad
Filter,Numerical,Numerical,Scatterplot,Bad
Filter,Ordinal,Numerical,Scatterplot,Bad
Filter,Ordinal,Numerical,Scatterplot,Bad
Filter,Ordinal,Numerical,Table,Bad
Order,Numerical,Numerical,LineChart,Bad
Order,Numerical,Numerical,LineChart,Bad
Order,Nominal,Numerical,PieChart,Bad
Order,Numerical,Numerical,PieChart,Bad
Order,Ordinal,Numerical,PieChart,Bad
Order,Ordinal,Numerical,Scatterplot,Bad
Order,Ordinal,Numerical,Table,Bad
Range,Nominal,Numerical,BarChart,Bad
Range,Numerical,Numerical,LineChart,Bad
Range,Numerical,Numerical,Scatterplot,Bad
Retrieve,Nominal,Numerical,LineChart,Bad
Retrieve,Ordinal,Numerical,Scatterplot,Bad
Anomalies,Numerical,Numerical,BarChart,Bad
Anomalies,Ordinal,Numerical,LineChart,Bad
Anomalies,Nominal,Numerical,PieChart,Bad
Anomalies,Ordinal,Numerical,PieChart,Bad
Cluster,Ordinal,Numerical,LineChart,Bad
Cluster,Ordinal,Numerical,Scatterplot,Bad
Derived,Ordinal,Numerical,LineChart,Bad
Derived,Ordinal,Numerical,LineChart,Bad
Derived,Ordinal,Numerical,LineChart,Bad
Derived,Ordinal,Numerical,PieChart,Bad
Derived,Nominal,Numerical,Scatterplot,Bad
Derived,Ordinal,Numerical,Scatterplot,Bad
Derived,Ordinal,Numerical,Scatterplot,Bad
Distribution,Ordinal,Numerical,BarChart,Bad
Distribution,Ordinal,Numerical,BarChart,Bad
Distribution,Numerical,Numerical,PieChart,Bad
Distribution,Ordinal,Numerical,Scatterplot,Bad
Distribution,Nominal,Numerical,Table,Bad
Extremum,Nominal,Numerical,PieChart,Bad
Extremum,Numerical,Numerical,PieChart,Bad
Filter,Numerical,Numerical,LineChart,Bad
Filter,Ordinal,Numerical,LineChart,Bad
Filter,Nominal,Numerical,Scatterplot,Bad
Filter,Nominal,Numerical,Scatterplot,Bad
Filter,Nominal,Numerical,Scatterplot,Bad
Filter,Ordinal,Numerical,Scatterplot,Bad
Filter,Ordinal,Numerical,Scatterplot,Bad
Order,Nominal,Numerical,LineChart,Bad
Order,Nominal,Numerical,PieChart,Bad
Order,Nominal,Numerical,PieChart,Bad
Order,Nominal,Numerical,PieChart,Bad
Order,Numerical,Numerical,Scatterplot,Bad
Order,Numerical,Numerical,Scatterplot,Bad
Order,Nominal,Numerical,Table,Bad
Range,Numerical,Numerical,LineChart,Bad
Range,Numerical,Numerical,PieChart,Bad
Range,Ordinal,Numerical,PieChart,Bad
Range,Nominal,Numerical,Table,Bad
Range,Nominal,Numerical,Table,Bad
Retrieve,Numerical,Numerical,PieChart,Bad
Retrieve,Nominal,Numerical,Scatterplot,Bad
Retrieve,Numerical,Numerical,Scatterplot,Bad
Anomalies,Ordinal,Numerical,LineChart,Bad
Anomalies,Nominal,Numerical,ScatterPlot,Bad
Anomalies,Numerical,Numerical,Table,Bad
Correlation,Numerical,Numerical,Table,Bad
Derived,Nominal,Numerical,BarChart,Bad
Derived,Nominal,Numerical,LineChart,Bad
Derived,Nominal,Numerical,LineChart,Bad
Derived,Numerical,Numerical,LineChart,Bad
